Date,AAPL,AMZN,GOOGL,MSFT
2020-01-03,-0.009769511910166544,-0.012213314472679244,-0.005245009878465952,-0.012529387172610932
2020-01-06,0.007936593674868828,0.014775871094842,0.026305222136590856,0.002581147532802711
2020-01-07,-0.004714078129981326,0.002089436023074214,-0.0019335143118962362,-0.009159251215645765
2020-01-08,0.015958208351889953,-0.007839287338238396,0.0070925637515016704,0.015802628970667067
2020-01-09,0.02101823728252437,0.0047876954600311996,0.010443042897839105,0.012415744884699344
2020-01-10,0.0022582175677651225,-0.009455156242405702,0.006437949149256332,-0.004637771584893046
2020-01-13,0.0211393563197673,0.0043132627393767525,0.007717103517173753,0.01195239711410176
2020-01-14,-0.013595170854782236,-0.011625527046359843,-0.006576977395241178,-0.007068242290413265
2020-01-15,-0.004294685696332759,-0.003977024437111101,0.006000458721658387,0.006455527852521649
2020-01-16,0.012448694991171199,0.008513567549042408,0.0075865497156483745,0.018157613528980304
2020-01-17,0.011009981852535369,-0.007064556764163625,0.02004363835900221,0.005581194746694268
2020-01-21,-0.006799848047942826,0.014523546068980422,0.0018435162390667682,-0.003597318342268187
2020-01-22,0.003563069332758581,-0.0024024329949913796,0.0010923250856515227,-0.004816449757410627
2020-01-23,0.004804590755520997,-0.0015270766138826273,0.0005524418520013976,0.006137267782041317
2020-01-24,-0.0028863746898539805,-0.012247117354347815,-0.012552199193697088,-0.010128372499425156
2020-01-27,-0.029846229702262847,-0.018049378179086813,-0.023770059087707362,-0.016864534334332472
2020-01-28,0.027896492783784314,0.013532388730052893,0.013024664340969144,0.019406382108829286
2020-01-29,0.02071648666630204,0.002559818728975466,0.00426538499025793,0.015472714484619059
2020-01-30,-0.0014504258129945506,0.00680130777131683,-0.0016833695975832406,0.02781701009990332
2020-01-31,-0.04535172104417758,0.07119570893188107,-0.014873800062053992,-0.01486880745573075
2020-02-03,-0.002750025380747445,-0.002252704013802056,0.03418060271098713,0.024086553625198164
2020-02-04,0.032480242520745634,0.022433811849720944,-0.02540408947796877,0.0323864482397963
2020-02-05,0.008121373778642929,-0.004792703414039184,0.0004426219850495202,-0.0012224960550989113
2020-02-06,0.011629296233755654,0.005065879625856511,0.02047964120660468,0.020521951557048182
2020-02-07,-0.013685813333925791,0.014069692433392624,0.002125326821892438,0.001414903667295095
2020-02-10,0.0047380407354636654,0.02593435798738784,0.01978114562389333,0.025820662164363316
2020-02-11,-0.006051583289912839,0.007883866478429244,0.0009276277515984061,-0.02283446147782631
2020-02-12,0.023470062139690544,0.004268347229322045,0.005659264380115255,0.0014631461655067598
2020-02-13,-0.007146148167077613,-0.004700848772083054,-0.003456380451502782,-0.005428628548125179
2020-02-14,0.00024608033293904095,-0.007001620314183051,0.003522240166388398,0.008887645418743014
2020-02-18,-0.01848022021779402,0.00969583372641929,0.0004673680643913402,0.010091589759890678
2020-02-19,0.014378777595128733,0.006726973190216665,0.0035672853250688394,0.002994766704227263
2020-02-20,-0.01031182240772101,-0.007919906743473367,-0.005181089971259111,-0.015389302938777917
2020-02-21,-0.022895335735056737,-0.02689219882130043,-0.02235101457706105,-0.03212276865940489
2020-02-24,-0.04866545523511343,-0.042235023870589,-0.04381872388768749,-0.04407278356100937
2020-02-25,-0.03445915087212204,-0.018357980231590378,-0.023905619462514693,-0.016639545803067674
2020-02-26,0.015739076959855207,0.0034663008478506324,0.0029891600549337297,0.012417558862926855
2020-02-27,-0.06760245904245052,-0.049333390430740226,-0.05584332633862658,-0.07306417945517647
2020-02-28,-0.000585146594646014,-0.0002918893180325476,0.018311158188811422,0.02392396160565875
2020-03-02,0.08901843966265766,0.03658851566405863,0.034543008094881415,0.06441905035559249
2020-03-03,-0.032274694299305844,-0.023278669366774255,-0.035686169251895966,-0.04910554228086073
2020-03-04,0.04534082439022128,0.03441420829326915,0.032275785623561336,0.03605713661802339
2020-03-05,-0.032974925896900376,-0.02656658154602768,-0.049588091930365626,-0.025415428144459132
2020-03-06,-0.013368978328696738,-0.011994572145720599,-0.01457233829760003,-0.02867447122129945
2020-03-09,-0.08239505320364555,-0.05430184971456644,-0.06368779478972948,-0.07017849677169163
2020-03-10,0.0695463993764024,0.04941384267449418,0.04768541378730715,0.06614753436580563
2020-03-11,-0.035348068811380175,-0.03823045590680999,-0.05171571601757711,-0.04636041970265566
2020-03-12,-0.10397788505759029,-0.08253503819368388,-0.0856082840920186,-0.09964149028336616
2020-03-13,0.11315743850909571,0.06264454451479513,0.08838755507956661,0.1329287087558454
2020-03-16,-0.13770810137286066,-0.0551930111496119,-0.12368470812807404,-0.15945355324217395
2020-03-17,0.043030853270335595,0.0679073394904408,0.04113665994139343,0.07912239133083623
2020-03-18,-0.024784517873159388,0.012183223280898315,-0.024326125412883075,-0.04300778063525942
2020-03-19,-0.007691417742584243,0.027450380856149387,0.018594494708506215,0.016319265386372923
2020-03-20,-0.0655904937311071,-0.018696493799985447,-0.0398791837809435,-0.03828252722759291
2020-03-23,-0.021473045487843116,0.03027242280070844,-0.013268406612919389,-0.01002455547600885
2020-03-24,0.09560593989748248,0.019397213114498144,0.0695106531890224,0.08699895588892445
2020-03-25,-0.005524064570541026,-0.02836614678504326,-0.02544469454033797,-0.00961828702215214
2020-03-26,0.05128535202548056,0.036267437779002064,0.054152215827054755,0.06067257997725264
2020-03-27,-0.042283987795916175,-0.028734293362178226,-0.046339781640657635,-0.041927320017957063
2020-03-30,0.02813849426243869,0.03305128565768252,0.031953872232451795,0.06797659422548716
2020-03-31,-0.0020430081118418143,-0.0072719999659999635,0.013551513205604668,-0.015852269313681108
2020-04-01,-0.054051739971171,-0.02178742279295421,-0.052882217693861755,-0.036153970958576476
2020-04-02,0.016548953284921716,0.005817252037933856,0.013456062003190331,0.020497226012786897
2020-04-03,-0.014475624311333113,-0.006399314195321289,-0.022021764685160556,-0.009252921557564476
2020-04-06,0.08364002834858904,0.04662517920980072,0.07956260641572363,0.07173232979026384
2020-04-07,-0.011649934079077686,0.006988976113008688,-0.0005327322800199354,-0.01082845153103483
2020-04-08,0.025272787039581628,0.015488887252484295,0.02045638250614457,0.009981059051886648
2020-04-09,0.007189991584194326,-0.00011749136016937198,-0.00035635115135156125,6.025432752864255e-05
2020-04-13,0.019437717794327316,0.059904424788693025,0.0031775926927588567,0.002238266706154336
2020-04-14,0.049268572638487954,0.05142426317898339,0.044294787247087214,0.04829797641706818
2020-04-15,-0.009168736027449524,0.01061218674730437,-0.006287412609428069,-0.0105330453277798
2020-04-16,0.007914368978790338,0.042632714874196495,0.00010331358317950792,0.02957907692691866
2020-04-17,-0.013661486328053567,-0.013877991515518532,0.017008646837633496,0.008773094829324575
2020-04-20,-0.02097521711844819,0.007805217491159297,-0.014054464495513345,-0.020019958507607235
2020-04-21,-0.031398459031813784,-0.027741595250859077,-0.03962015413910385,-0.0422367463554692
2020-04-22,0.028396529327831363,0.015078276370104332,0.03744521466399121,0.033400785558671764
2020-04-23,-0.003882947516074613,0.015100238852104056,0.010088640499495182,-0.012176172819444749
2020-04-24,0.028461131114369157,0.004478467862372162,0.004262522801454914,0.018094603532424567
2020-04-27,0.000706410770871663,-0.014299615622890095,-0.004506458660588885,-0.002868621557780103
